user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly,alert_id,event_time,log_type,rule_name,severity,description,rule_alert_count,rule_binary,iso_score,true_label,hybrid
AAG3799,520.4001156403585,472,2.5550737207285343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,45.0,46.0,15.0,39.0,36.0,amaya.angela.guthrie@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,0,3016.0,2010-07-20 10:51:13.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4141,1,0.14148106749005673,0,1
AAH0721,507.9799235181644,427,2.64961759082218,79.0,0.0,0.0,0.0,401.1392405063291,0.0,0.0,712.0,19.0,39.0,30.0,44.0,24.0,aiko.aimee.hyde@dtaa.com,Physicist,,1.0,Jonathan Laith Casey,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,2.0,Research,1.0,Lab,0,2047.0,2010-09-20 07:21:05.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5184,1,0.1530437549507091,0,1
AAM0138,548.6714507370054,327,2.360744763382467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,30.0,43.0,21.0,28.0,28.0,alan.avram.moore@dtaa.com,AdministrativeAssistant,,1.0,Inez Sage Marks,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,0.0,0,0,18176.0,2010-04-23 13:02:09.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2469,1,0.15478494537809473,0,1
AAM0729,538.4050991501416,149,2.536827195467422,16.0,0.0,0.0,0.0,614.6875,0.0,0.0,712.0,42.0,37.0,26.0,24.0,23.0,aristotle.avram.moran@dtaa.com,SoftwareQualityEngineer,Project 48,1.0,Rose Angela Salas,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,1.0,SQA,0,5730.0,2010-01-29 13:28:10.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1104,1,0.1876296791984119,0,1
AAP0352,505.23462630085146,635,2.7913907284768213,699.0,219.0,373.0,592.0,525.1258941344778,1420.0,713.0,754.0,35.0,49.0,19.0,39.0,27.0,adria.adrienne.perry@dtaa.com,Statistician,,1.0,Ulric Channing Gross,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,4.0,QualityControl,0.0,0,0,2068.0,2010-01-05 15:42:40.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,24341,1,0.07887668338333864,0,1
AAP1919,553.9692176143651,407,2.595981188542112,439.0,144.0,245.0,389.0,538.3416856492028,6159.0,3089.0,906.0,45.0,15.0,14.0,41.0,28.0,aileen.ashely.price@dtaa.com,SoftwareEngineer,Project 54,1.0,Dora Tallulah Tran,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,8.0,DesktopSoftware,0,823.0,2010-05-17 09:22:40.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,66733,1,0.04371950519896706,0,1
AAP1942,555.2557803468208,593,2.489884393063584,66.0,0.0,0.0,0.0,724.0,0.0,0.0,986.0,47.0,50.0,25.0,18.0,36.0,amir.allistair.pollard@dtaa.com,WebDeveloper,,1.0,Patience Raya Holt,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,9.0,WebSoftware,0,1073.0,2010-09-24 08:03:29.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4337,1,0.13017601017493124,0,1
AAR0641,548.0880681818181,678,2.586647727272727,79.0,0.0,0.0,0.0,702.6962025316456,0.0,0.0,712.0,43.0,34.0,18.0,32.0,35.0,ainsley.alfreda.roach@dtaa.com,WebDeveloper,Project 73,1.0,Winifred Kelsie Garza,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,4.0,WebSoftware,0,522.0,2010-10-12 11:53:38.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3459,1,0.17325058252673914,0,1
AAS0144,525.8028375733855,205,2.610567514677104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,43.0,31.0,21.0,13.0,23.0,alden.ali.stark@dtaa.com,Scientist,,1.0,Charlotte Ramona Maxwell,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,1.0,Lab,0,672.0,2010-08-06 12:07:28.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2708,1,0.14848393990521136,1,1
AAS2987,521.178674351585,277,2.913544668587896,149.0,0.0,0.0,0.0,668.9664429530201,0.0,0.0,712.0,16.0,20.0,30.0,14.0,32.0,amaya.ava.sellers@dtaa.com,Technician,,1.0,Sarah Lilah Mason,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,4.0,RegionalFieldService,0,3522.0,2010-10-22 16:04:09.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1350,1,0.1268335914317713,0,1
AAS3428,523.8140132847653,1254,2.446110992071995,170.0,0.0,0.0,0.0,475.16470588235296,0.0,0.0,1352.0,36.0,35.0,19.0,44.0,21.0,adrian.asher.shepherd@dtaa.com,Salesman,,1.0,Charles Ulric Lynn,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,5.0,RegionalSales,0,8.0,2010-07-02 10:10:27.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6194,1,0.11301942360780692,0,1
AAT2913,548.4476744186046,130,2.556686046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,41.0,37.0,17.0,37.0,28.0,amaya.anastasia.townsend@dtaa.com,Technician,,1.0,Nolan Jerome Wagner,2009-12-01,2011-02-01,720.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,4.0,RegionalFieldService,0,578.0,2010-01-19 17:06:21.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1044,1,0.16453703622471694,0,1
AAV3669,525.9194915254237,106,2.6186440677966103,21.0,0.0,0.0,0.0,634.3333333333334,0.0,0.0,712.0,28.0,17.0,27.0,16.0,21.0,autumn.amaya.velez@dtaa.com,StockroomClerk,,1.0,Carlos Tanek Buchanan,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,11.0,Stockroom,0,3921.0,2010-01-25 12:07:42.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,775,1,0.14820613014427314,0,1
AAW0894,568.4033613445379,116,2.6134453781512605,16.0,0.0,0.0,0.0,448.6875,0.0,0.0,1159.0,20.0,36.0,43.0,33.0,43.0,abel.austin.winters@dtaa.com,ProductionLineWorker,,1.0,Mona Jolene Frye,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,2.0,AssemblyDept,0,11508.0,2010-09-30 09:08:22.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,471,1,0.13035681305051916,0,1
ABB0167,534.8938329430133,267,2.4668227946916472,27.0,0.0,0.0,0.0,514.7407407407408,0.0,0.0,296.0,39.0,36.0,45.0,23.0,37.0,alan.bruce.blevins@dtaa.com,SoftwareDeveloper,Project 85,1.0,Winifred Kelsie Garza,2009-12-01,2010-08-01,361.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,4.0,WebSoftware,0,121.0,2010-04-19 11:27:54.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1503,1,0.1486159820254761,0,1
ABB0300,575.2235294117647,107,2.792156862745098,14.0,0.0,0.0,0.0,855.0,0.0,0.0,836.0,38.0,26.0,14.0,20.0,26.0,alea.blossom.benjamin@dtaa.com,StockroomClerk,,1.0,Hammett Zeus Hodge,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,1.0,Stockroom,0,23801.0,2010-04-20 12:07:20.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1335,1,0.13455189594309097,0,1
ABC3523,571.2009478672986,409,2.561137440758294,6.0,0.0,0.0,0.0,530.5,0.0,0.0,712.0,16.0,28.0,48.0,42.0,33.0,alyssa.brenna.colon@dtaa.com,SystemsEngineer,,1.0,Quail Wilma Long,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,25.0,SystemsEngineering,0,6895.0,2010-11-22 13:18:57.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5198,1,0.15170885373937104,0,1
ABD3426,546.6601364736958,1241,2.815760510675765,11434.0,3936.0,6472.0,10408.0,569.6794647542417,7979.0,4000.0,1511.0,32.0,32.0,47.0,40.0,24.0,arden.brendan.dorsey@dtaa.com,Salesman,,1.0,Charles Ulric Lynn,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,5.0,RegionalSales,1,1624.0,2010-04-19 14:48:15.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,107315,1,-0.1434901763603299,0,1
ABE2352,542.9929577464789,150,2.6549295774647885,9.0,0.0,0.0,0.0,659.6666666666666,0.0,0.0,712.0,14.0,50.0,49.0,25.0,36.0,alana.brianna.everett@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,0,24349.0,2010-07-29 18:27:50.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,999,1,0.1232507618028214,0,1
ABG2353,521.955459770115,248,2.958333333333333,16.0,0.0,0.0,0.0,651.8125,0.0,0.0,712.0,40.0,39.0,38.0,37.0,35.0,armand.bradley.garcia@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,0,288.0,2010-10-14 15:51:50.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1356,1,0.1596503899759999,0,1
ABG3605,520.7325358851674,572,2.61244019138756,64.0,0.0,0.0,0.0,535.96875,0.0,0.0,712.0,38.0,48.0,45.0,34.0,36.0,august.bert.gould@dtaa.com,HardwareEngineer,,1.0,Todd Salvador Fisher,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,25.0,SystemsEngineering,0,2127.0,2010-10-26 14:07:11.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2880,1,0.16245442674315264,0,1
ABH0349,542.198275862069,50,3.1206896551724137,2230.0,591.0,1396.0,1987.0,562.1188340807175,247.0,124.0,1106.0,32.0,41.0,38.0,18.0,34.0,aidan.bevis.hayden@dtaa.com,ProductionLineWorker,,1.0,Mona Jolene Frye,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,2.0,AssemblyDept,0,8851.0,2010-05-25 16:44:01.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5970,1,0.038130351720676026,0,1
ABH1181,513.651777137368,449,2.6133525456292026,73.0,0.0,0.0,0.0,535.3561643835617,0.0,0.0,711.0,48.0,40.0,15.0,10.0,35.0,august.bert.hyde@dtaa.com,HardwareEngineer,,1.0,Chandler Quamar Cantrell,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,10.0,SystemsEngineering,0,186.0,2010-02-02 14:04:02.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3776,1,0.14208217477373042,0,1
ABH2671,534.0532825880114,282,2.616555661274976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,31.0,25.0,16.0,20.0,35.0,allen.brandon.hill@dtaa.com,Physicist,,1.0,Medge Roary Byers,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,2.0,Research,4.0,Lab,0,10129.0,2010-11-30 14:28:12.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3675,1,0.1584084235622804,0,1
ABJ0281,531.6330472103004,226,2.67274678111588,12.0,0.0,0.0,0.0,443.6666666666667,0.0,0.0,208.0,46.0,13.0,17.0,25.0,39.0,anjolie.brynne.jennings@dtaa.com,TestEngineer,Project 62,1.0,Oprah Gail Webb,2009-12-01,2010-05-01,358.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,6.0,TestAndEvalualtion,0,33.0,2010-02-05 16:48:10.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1425,1,0.1290945806290592,0,1
ABK0481,563.1546391752578,40,2.927835051546392,5.0,0.0,0.0,0.0,552.6,0.0,0.0,68.0,43.0,41.0,20.0,40.0,29.0,abbot.bruce.knox@dtaa.com,SoftwareQualityEngineer,Project 37,1.0,Whoopi Aspen Mccarty,2009-12-01,2010-02-01,355.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,1.0,SQA,0,4330.0,2010-01-29 08:34:40.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,271,1,0.13640437153718465,0,1
ABK3081,562.3088648215002,810,2.851183313277176,671.0,199.0,398.0,597.0,558.467958271237,336.0,169.0,1434.0,18.0,44.0,17.0,42.0,34.0,astra.brittany.kaufman@dtaa.com,MechanicalEngineer,,1.0,Quinn Madeline Prince,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,22.0,MechanicalEngineering,0,1056.0,2010-07-09 15:34:36.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,9132,1,0.06452678861859296,0,1
ABL0870,578.4786324786324,63,2.547008547008547,5.0,0.0,0.0,0.0,654.0,0.0,0.0,712.0,41.0,15.0,45.0,35.0,22.0,amelia.brittany.lee@dtaa.com,ProductionLineWorker,,1.0,August Kasimir Solis,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,2.0,AssemblyDept,0,8212.0,2010-04-07 08:42:02.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,345,1,0.1316504411700385,0,1
ABM3203,535.926800472255,594,2.5584415584415585,405.0,0.0,0.0,0.0,501.7851851851852,0.0,0.0,927.0,36.0,25.0,42.0,15.0,31.0,addison.buckminster.mccall@dtaa.com,MechanicalEngineer,,1.0,Thane Erich Cunningham,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,22.0,MechanicalEngineering,0,5060.0,2010-05-04 09:52:54.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,8876,1,0.1751964283307878,0,1
ABM3641,537.9491017964071,193,2.844311377245509,42.0,0.0,0.0,0.0,622.3095238095239,0.0,0.0,1354.0,13.0,41.0,43.0,23.0,41.0,amal.burke.morton@dtaa.com,ProductionLineWorker,,1.0,Brynne Camille Whitfield,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,12.0,AssemblyDept,0,8392.0,2010-08-26 16:30:04.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1866,1,0.12066201858862152,0,1
ABM3687,508.6462264150944,107,2.768867924528302,4925.0,1605.0,2867.0,4472.0,541.8148223350254,878.0,441.0,758.0,12.0,10.0,46.0,20.0,25.0,anthony.bevis.murphy@dtaa.com,ProductionLineWorker,,1.0,Melissa Laura Cardenas,2009-12-01,2010-09-01,362.0,False,6.0,Manufacturing_Government,3.0,Assembly,12.0,AssemblyDept,1,100656.0,2010-09-10 11:39:59.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,20011,1,-0.054773729105823676,1,1
ABM3772,552.3844275637548,1266,2.7962561041779708,1114.0,337.0,604.0,941.0,558.1660682226212,1421.0,715.0,1129.0,46.0,20.0,21.0,36.0,21.0,aiko.bianca.manning@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,0,22.0,2010-07-15 13:23:25.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,26115,1,0.05366029439979758,0,1
ABM3776,528.6666666666666,589,2.533561839474436,21.0,0.0,0.0,0.0,579.3809523809524,0.0,0.0,712.0,31.0,18.0,22.0,17.0,34.0,amos.burton.mack@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,0,1175.0,2010-09-29 12:06:36.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4013,1,0.17300914516527832,0,1
ABO1173,516.8598574821852,549,3.242755344418052,1395.0,263.0,611.0,874.0,458.3827956989247,790.0,396.0,1146.0,20.0,14.0,32.0,21.0,23.0,azalia.brynn.orr@dtaa.com,HardwareEngineer,,1.0,Chandler Quamar Cantrell,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,10.0,SystemsEngineering,0,2507.0,2010-09-16 15:54:08.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,15101,1,0.017459705349562205,0,1
ABP2003,525.4048076923077,426,2.6346153846153846,42.0,0.0,0.0,0.0,521.5,0.0,0.0,712.0,12.0,44.0,35.0,20.0,27.0,aimee.barbara.pena@dtaa.com,HardwareEngineer,,1.0,Reese Hoyt Beck,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,15.0,SystemsEngineering,0,13074.0,2010-06-24 16:33:57.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3760,1,0.1586543176120364,0,1
ABP2917,555.2594397076736,312,2.5700365408038977,2160.0,733.0,1232.0,1965.0,495.375,966.0,484.0,1168.0,35.0,37.0,20.0,42.0,29.0,alice.britanney.pope@dtaa.com,Technician,,1.0,Nolan Jerome Wagner,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,4.0,RegionalFieldService,0,1264.0,2010-04-26 15:13:53.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,18335,1,0.07600489593584792,1,1
ABR0397,563.8463726884779,143,2.9658605974395447,117.0,36.0,65.0,101.0,546.8034188034188,253.0,127.0,1221.0,38.0,40.0,46.0,38.0,25.0,adam.benjamin.rogers@dtaa.com,Technician,,1.0,Jessamine Madeson Eaton,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,1.0,RegionalFieldService,0,59.0,2010-10-27 09:00:26.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4773,1,0.11931716608532184,0,1
ABS0677,554.2267303102625,729,2.80763723150358,488.0,0.0,0.0,0.0,579.6946721311475,0.0,0.0,1021.0,44.0,45.0,32.0,47.0,24.0,alec.bert.scott@dtaa.com,ElectricalEngineer,,1.0,Xantha Imani Waters,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,3.0,ElectricalEngineering,0,357.0,2010-04-07 15:48:21.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4337,1,0.14598688337847326,1,1
ABW0501,552.7729652546407,326,2.529747739171823,16.0,0.0,0.0,0.0,666.5,0.0,0.0,712.0,15.0,34.0,44.0,39.0,25.0,aline.basia.webb@dtaa.com,ElectricalEngineer,,1.0,Anjolie Samantha Gonzales,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,3.0,EmbeddedSoftware,0,3495.0,2010-09-30 13:07:52.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4100,1,0.15878199390076114,0,1
ACA0360,547.7557446808511,246,2.4374468085106384,22.0,0.0,0.0,0.0,617.7272727272727,0.0,0.0,712.0,29.0,35.0,23.0,39.0,36.0,alisa.christine.anderson@dtaa.com,Accountant,Project 5,1.0,Mari Faith Lester,2009-12-01,2011-06-01,724.0,False,7.0,Finance,1.0,Accounting,0.0,0,0,10530.0,2010-07-23 08:34:41.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,2218,1,0.17839124935198325,0,1
ACA3252,558.025974025974,43,2.601731601731602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,35.0,41.0,41.0,15.0,32.0,amos.chaim.allison@dtaa.com,StockroomClerk,,1.0,Quincy Guy Shannon,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,9.0,Stockroom,0,172633.0,2010-08-27 12:30:23.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,278,1,0.1428962834456287,0,1
ACB0701,522.2908366533865,239,2.9243027888446216,673.0,212.0,219.0,431.0,513.627043090639,794.0,401.0,1133.0,44.0,37.0,38.0,37.0,38.0,abdul.carlos.benson@dtaa.com,Technician,,1.0,Dana Christen Wilkins,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,6.0,TestAndEvalualtion,0,3636.0,2010-10-22 11:17:09.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,10208,1,0.11815250319634568,0,1
ACB3123,507.6706217370669,580,2.868058851447556,341.0,0.0,0.0,0.0,490.10557184750735,0.0,0.0,1213.0,39.0,50.0,40.0,42.0,17.0,alfonso.clayton.byers@dtaa.com,Mathematician,,1.0,Bethany Diana Jordan,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,5.0,Lab,0,602.0,2010-05-10 09:31:49.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,6932,1,0.099665099305002,0,1
